"id","date","year","village","region","leaders_killed","leader_names","leader_description","militants_low","militants_high","militants_avg","unknown_low","unknown_high","unknown_avg","civilians_low","civilians_high","civilians_avg","total_low","total_high","total_avg","president","president_bush","president_obama","president_trump","target_type","target_description","target_organization_name","geo_lat","geo_lon","province","strike_type","notes_1","notes","_id_deprecated","sources_deprecated","source1_name","source1_url","source2_name","source2_url","source3_name","source3_url","source4_name","source4_url","source5_name","source5_url","source6_name","source6_url","source7_name","source7_url","sources_combined","militants_lowhigh","civilians_lowhigh","unknown_lowhigh","total_lowhigh"
"220","10/19/2017","2017","Soum","Al Bayda'","0",,,"3","5","4","0","0","0","0","0","0","3","5","4","Trump","0","0","1","Vehicle","Three to five AQAP militants died after what is believed to be a US drone fired on the vehicle in which they were traveling in Yemen's Al Bayda' province. ","AQAP","13.976389","45.570833","Al Bayda'","Drone Strike",,,,,"New York Times/AP","https://www.nytimes.com/aponline/2017/10/19/world/middleeast/ap-ml-yemen.html","Fox News/AP","http://www.foxnews.com/world/2017/10/19/suspected-us-drone-strike-kills-3-al-qaida-fighters-in-yemen.html","Xinhua","http://news.xinhuanet.com/english/2017-10/20/c_136692360.htm",,,,,,,,,"<a href='https://www.nytimes.com/aponline/2017/10/19/world/middleeast/ap-ml-yemen.html'>New York Times/AP</a>, <a href='http://www.foxnews.com/world/2017/10/19/suspected-us-drone-strike-kills-3-al-qaida-fighters-in-yemen.html'>Fox News/AP</a>, <a href='http://news.xinhuanet.com/english/2017-10/20/c_136692360.htm'>Xinhua</a>","Between 3 and 5","0","0","Between 3 and 5"
"219","10/16/2017","2017","Unknown","Al Bayda'","0",,,"24","50","37","0","0","0","0","0","0","24","50","37","Trump","0","0","1","Training Camp","Two ISIS small munitions training camps were struck by 12 drone strikes on Oct. 16 in what reports are calling the first attack on the group in the country. ","ISIS",,,"Al Bayda'","Drone Strike",,"Death numbers are unofficial. Bodies still be collected and identified.",,,"Washington Post","https://www.washingtonpost.com/news/checkpoint/wp/2017/10/16/dozens-of-isis-fighters-killed-in-yemen-strikes-pentagon-says/?utm_term=.1c420b1e6f03","DoD News","https://www.defense.gov/News/Article/Article/1344561/us-forces-conduct-strike-against-isis-training-camps-in-yemen/","Xinhua","http://news.xinhuanet.com/english/2017-10/17/c_136684418.htm","Al Arabiya","https://english.alarabiya.net/en/News/gulf/2017/10/16/Drone-strikes-target-ISIS-training-camps-in-Yemen-.html",,,,,,,"<a href='https://www.washingtonpost.com/news/checkpoint/wp/2017/10/16/dozens-of-isis-fighters-killed-in-yemen-strikes-pentagon-says/?utm_term=.1c420b1e6f03'>Washington Post</a>, <a href='https://www.defense.gov/News/Article/Article/1344561/us-forces-conduct-strike-against-isis-training-camps-in-yemen/'>DoD News</a>, <a href='http://news.xinhuanet.com/english/2017-10/17/c_136684418.htm'>Xinhua</a>, <a href='https://english.alarabiya.net/en/News/gulf/2017/10/16/Drone-strikes-target-ISIS-training-camps-in-Yemen-.html'>Al Arabiya</a>","Between 24 and 50","0","0","Between 24 and 50"
"218","10/8/2017","2017","Raghwan ","Ma'rib","0",,,"5","5","5","0","0","0","0","0","0","5","5","5","Trump","0","0","1","Vehicle","A U.S. drone strike targeted a vehicle suspected of carrying five AQAP militants, killing all five.","AQAP","15.4747097","45.3052453","Ma'rib","Drone Strike",,,,,"Reuters","https://www.reuters.com/article/us-yemen-security-usa/five-suspected-al-qaeda-militants-killed-in-yemen-by-drone-strike-idUSKBN1CD09P","The National/AFP/Reuters","https://www.thenational.ae/world/mena/drone-strike-kills-five-suspected-al-qaeda-militants-in-yemen-1.665161",,,,,,,,,,,"<a href='https://www.reuters.com/article/us-yemen-security-usa/five-suspected-al-qaeda-militants-killed-in-yemen-by-drone-strike-idUSKBN1CD09P'>Reuters</a>, <a href='https://www.thenational.ae/world/mena/drone-strike-kills-five-suspected-al-qaeda-militants-in-yemen-1.665161'>The National/AFP/Reuters</a>","5","0","0","5"
"217","10/5/2017","2017","Yakla ","Al Bayda'","1","Shroum al-Sanaani","AQAP military commander in Yemen","2","2","2","0","0","0","0","0","0","2","2","2","Trump","0","0","1","Motorcycle","Shroum al-Sanaani, who AFP refers to as ""a ""commander"" of al-Qaeda militants in Yemen,"" was killed, along with another individual while riding on a motorcycle.","AQAP","14.5466068","44.9990067","Al Bayda'","Drone Strike",,,,,"AFP/Middle East Eye","http://www.middleeasteye.net/news/us-drone-strike-kills-qaeda-commander-yemen-1784411925",,,,,,,,,,,,,"<a href='http://www.middleeasteye.net/news/us-drone-strike-kills-qaeda-commander-yemen-1784411925'>AFP/Middle East Eye</a>","2","0","0","2"
"216","9/15/2017","2017","Mudiyah","Abyan","0",,,"3","3","3",,,,,,,"3","3","3","Trump","0","0","1","Motorcycle","Three suspected militants were struck on a motorbike in Mudiyah district, Abyan province, along the Arabian Sea.","AQAP","13.9314844","45.519061","Abyan","Drone Strike",,,,,"Reuters","https://www.reuters.com/article/us-yemen-security-drones/three-suspected-al-qaeda-militants-killed-in-yemen-drone-strike-idUSKCN1BQ0Z9","Middle East Monitor","https://www.middleeastmonitor.com/20170915-3-al-qaeda-suspects-killed-in-yemen-drone-strike/",,,,,,,,,,,"<a href='https://www.reuters.com/article/us-yemen-security-drones/three-suspected-al-qaeda-militants-killed-in-yemen-drone-strike-idUSKCN1BQ0Z9'>Reuters</a>, <a href='https://www.middleeastmonitor.com/20170915-3-al-qaeda-suspects-killed-in-yemen-drone-strike/'>Middle East Monitor</a>","3",,,"3"
"215","9/9/2017","2017","Unclear","Al Bayda'","0",,,"5","7","6",,,,,,,"5","7","6","Trump","0","0","1","Vehicle","U.S. drone strikes killed as many as seven suspected militants in a series of strikes in two villages in central Yemen on Saturday. The first attack reportedly targeted two militants in a vehicle. It's unclear where the other suspects were killed.","AQAP","13.986688","45.5566333",,"Drone Strike",,"Short succession of strikes in two separate villages reported as one",,,"Reuters","https://www.reuters.com/article/us-yemen-security-drones/five-suspected-al-qaeda-militants-killed-in-yemen-drone-strikes-idUSKCN1BK0OA","Bloomberg","https://www.bloomberg.com/news/articles/2017-09-09/yemen-says-7-al-qaeda-militants-killed-in-u-s-drone-strikes",,,,,,,,,,,"<a href='https://www.reuters.com/article/us-yemen-security-drones/five-suspected-al-qaeda-militants-killed-in-yemen-drone-strikes-idUSKCN1BK0OA'>Reuters</a>, <a href='https://www.bloomberg.com/news/articles/2017-09-09/yemen-says-7-al-qaeda-militants-killed-in-u-s-drone-strikes'>Bloomberg</a>","Between 5 and 7",,,"Between 5 and 7"
"214","8/13/2017","2017","Maraqishah","Abyan","0",,,"3","3","3",,,,,,,"3","3","3","Trump","0","0","1","Vehicle","A U.S. drone fired two missiles at a vehicle transporting militants in the mountainous Maraqishah village. At least three militants were killed.","AQAP","13.5666663","46.1573563","Abyan","Drone Strike",,,,,"Xinhua","http://news.xinhuanet.com/english/2017-08/13/c_136522961.htm",,,,,,,,,,,,,"<a href='http://news.xinhuanet.com/english/2017-08/13/c_136522961.htm'>Xinhua</a>","3",,,"3"
"213","7/31/2017","2017","Juba","Ma'rib","0",,,"5","5","5",,,,,,,"5","5","5","Trump","0","0","1","Gathering","A gathering of five AQAP-aligned militants were reported killed by what a security official, as quoted by AFP, said was likely a US drone strike.","AQAP","15.3824974","44.8526595","Ma'rib","Drone Strike",,,,,"AFP/The Daily Star","https://www.dailystar.com.lb/News/Middle-East/2017/Aug-01/414601-drone-strike-on-al-qaeda-in-yemen-kills-five-official.ashx","AFP/Business Standard","http://www.business-standard.com/article/pti-stories/drone-strike-on-qaeda-in-yemen-kills-5-official-117073101646_1.html",,,,,,,,,,,"<a href='https://www.dailystar.com.lb/News/Middle-East/2017/Aug-01/414601-drone-strike-on-al-qaeda-in-yemen-kills-five-official.ashx'>AFP/The Daily Star</a>, <a href='http://www.business-standard.com/article/pti-stories/drone-strike-on-qaeda-in-yemen-kills-5-official-117073101646_1.html'>AFP/Business Standard</a>","5",,,"5"
"212","7/2/2017","2017","Al Wadie","Abyan","1","Ibrahim al-Adani","Local AQAP finance chief","2","2","2",,,,,,,"2","2","2","Trump","0","0","1","Motorcycle","Ibrahim al-Adani, a local AQAP finance chief, and one of his relatives were killed by a supposed U.S. drone strike while traveling on a motorcycle in Abyan province on Saturday, July 2, 2017.","AQAP","13.75","46","Abyan","Drone Strike",,"Reuters source for this strike names possible strike on June 30 killing two militants but is unconfirmed",,,"AFP/Yahoo","https://www.yahoo.com/news/drone-kills-two-qaeda-suspects-yemen-152927009.html","Reuters","https://www.reuters.com/article/us-yemen-security-idUSKBN19N0BU",,,,,,,,,,,"<a href='https://www.yahoo.com/news/drone-kills-two-qaeda-suspects-yemen-152927009.html'>AFP/Yahoo</a>, <a href='https://www.reuters.com/article/us-yemen-security-idUSKBN19N0BU'>Reuters</a>","2",,,"2"
"211","6/16/2017","2017","Al Naqba","Shabwah","1","Abu Khattab al Awlaqi","Emir of AQAP in the Shabwah Governorate","2","3","2.5",,,,,,,"2","3","2.5","Trump","0","0","1","Vehicle","A vehicle carrying AQAP militants was targeted by a U.S. drone strike.","AQAP","14.6562696","45.8275129",,"Drone Strike",,,,,"Reuters","http://www.reuters.com/article/us-yemen-security-idUSKBN19806O","AP/Daily Mail","http://www.dailymail.co.uk/wires/ap/article-4612488/A-US-drone-strike-kills-3-al-Qaida-millitants-Yemen.html",,,,,,,,,,,"<a href='http://www.reuters.com/article/us-yemen-security-idUSKBN19806O'>Reuters</a>, <a href='http://www.dailymail.co.uk/wires/ap/article-4612488/A-US-drone-strike-kills-3-al-Qaida-millitants-Yemen.html'>AP/Daily Mail</a>","Between 2 and 3",,,"Between 2 and 3"
"210","5/23/2017","2017","Al-Adhlan","Ma'rib",,,,"7","7","7",,,,"5","5","5","12","12","12","Trump","0","0","1","Building","CENTCOM's press release reports that the raid, which they and other sources said included small-arms fire and precision airstrikes, killed seven AQAP militants and targeted ""a series of buildings,"" according to Military Times. Reuters reports that the operation was a combination of U.S.-fired drone strikes followed by ""automatic fire from low-flying helicopters,"" citing two local sources in Marib. The Intercept, Reuters and the New York Times report five civilian deaths. The DoD has not confirmed any civilian casualties. The raid was conducted to gather intelligence on AQAP, and was not in pursuit of any High Value Targets (HVTs). The New York Times reports that the Navy's SEAL Team 6 carried out the raid.","AQAP","15.4010339","45.0833724",,"Ground Operation",,"Ground raid and drone strikes",,,"CENTCOM","http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1190002/us-forces-conduct-counter-terrorism-raid/","Reuters","http://uk.reuters.com/article/uk-usa-yemen-raid-idUKKBN18J0DA","CBS/AP","http://www.cbsnews.com/news/us-troops-in-yemen-raid-vs-al-qaeda-seeking-intelligence/","NYT","https://www.nytimes.com/2017/05/23/us/politics/navy-seal-team-kills-7-militants-in-yemen-during-raid.html","CNN","http://www.cnn.com/2017/05/23/politics/us-special-forces-yemen-raid-aqap/","NYT","https://www.nytimes.com/2017/05/23/world/middleeast/navy-seals-yemen-raid.html","The Intercept","https://theintercept.com/2017/05/28/villagers-say-yemeni-child-was-shot-as-he-tried-to-flee-navy-seal-raid/","<a href='http://www.centcom.mil/MEDIA/PRESS-RELEASES/Press-Release-View/Article/1190002/us-forces-conduct-counter-terrorism-raid/'>CENTCOM</a>, <a href='http://uk.reuters.com/article/uk-usa-yemen-raid-idUKKBN18J0DA'>Reuters</a>, <a href='http://www.cbsnews.com/news/us-troops-in-yemen-raid-vs-al-qaeda-seeking-intelligence/'>CBS/AP</a>, <a href='https://www.nytimes.com/2017/05/23/us/politics/navy-seal-team-kills-7-militants-in-yemen-during-raid.html'>NYT</a>, <a href='http://www.cnn.com/2017/05/23/politics/us-special-forces-yemen-raid-aqap/'>CNN</a>, <a href='https://www.nytimes.com/2017/05/23/world/middleeast/navy-seals-yemen-raid.html'>NYT</a>, <a href='https://theintercept.com/2017/05/28/villagers-say-yemeni-child-was-shot-as-he-tried-to-flee-navy-seal-raid/'>The Intercept</a>","7","5",,"12"
"209","4/30/2017","2017","Rawda","Shabwah",,,,"3","5","4",,,,,,,"3","5","4","Trump","0","0","1","Vehicle","Multiple reports list militant casualty numbers at 3, 4, and 5 and locations of the strike in Ma'rib and Shabwah governorates. The AFP reporting lists a precise village -- Rawda -- in Shabwah, while Al Jazeera and others primarily say the vehicle carrying the militants was in transit to Ma'rib to deliver weapons. Thus, we have entered the location for the strike in Shabwah.","AQAP","14.4669903","47.266724",,"Drone Strike",,,,,"Al Jazeera","http://www.aljazeera.com/news/2017/04/drone-strike-kills-suspected-al-qaeda-fighters-170430082159413.html","AFP/The Daily Star","http://www.dailystar.com.lb/News/Middle-East/2017/Apr-29/403934-drone-strike-kills-3-al-qaeda-suspects-in-yemen.ashx","PressTV","http://www.presstv.ir/Detail/2017/04/30/520038/Yemen-Marib-dron",,,,,,,,,"<a href='http://www.aljazeera.com/news/2017/04/drone-strike-kills-suspected-al-qaeda-fighters-170430082159413.html'>Al Jazeera</a>, <a href='http://www.dailystar.com.lb/News/Middle-East/2017/Apr-29/403934-drone-strike-kills-3-al-qaeda-suspects-in-yemen.ashx'>AFP/The Daily Star</a>, <a href='http://www.presstv.ir/Detail/2017/04/30/520038/Yemen-Marib-dron'>PressTV</a>","Between 3 and 5",,,"Between 3 and 5"
"208","4/23/2017","2017","Al Saeed","Shabwah ",,,,,,,"5","5","5","3","3","3","8","8","8","Trump","0","0","1","Vehicle","Multiple individuals were killed in a U.S. drone strike on their vehicle in Shabwa province, according to Yemeni officials speaking on condition of anonymity. Initial reports were mixed as to whether there were three, four, or five militants in the vehicle at the time of the strike. Additional reporting by the Intercept referenced a Pentagon spokesperson acknowledging the deaths of ""eight"" AQAP terrorists but a local source, Ammar Salim Farid Alawlaqi, told the Intercept that none of the eight individuals killed -- including his uncle, Mansoor Allahwal Baras -- were active members of AQAP.though the Intercept's report acknowledged that those in the vehicle ha at least prior ties to militancy. Reuters reported the three not in the vehicle were civilians.","AQAP","14.2764","46.8692",,"Drone Strike",,,,,"Fox ","http://www.foxnews.com/world/2017/04/28/8-al-qaeda-operatives-killed-in-drone-strike-in-yemen-including-key-leader.html","DOD ","http://www.outlookindia.com/newsscroll/pentagon-us-airstrike-killed-8-alqaida-operatives-in-yemen/1038750","DOD","https://www.defense.gov/News/Article/Article/1161065/pentagon-spokesman-updates-iraq-syria-yemen-operations/","Intercept","https://theintercept.com/2017/05/19/u-s-drone-strike-in-yemen-killed-men-who-had-nothing-to-do-with-al-qaeda-according-to-relatives/","Reuters","https://www.reuters.com/article/us-yemen-security/drone-strike-kills-3-civilians-four-militants-in-yemen-residents-idUSKBN17Q16P",,,,,"<a href='http://www.foxnews.com/world/2017/04/28/8-al-qaeda-operatives-killed-in-drone-strike-in-yemen-including-key-leader.html'>Fox </a>, <a href='http://www.outlookindia.com/newsscroll/pentagon-us-airstrike-killed-8-alqaida-operatives-in-yemen/1038750'>DOD </a>, <a href='https://www.defense.gov/News/Article/Article/1161065/pentagon-spokesman-updates-iraq-syria-yemen-operations/'>DOD</a>, <a href='https://theintercept.com/2017/05/19/u-s-drone-strike-in-yemen-killed-men-who-had-nothing-to-do-with-al-qaeda-according-to-relatives/'>Intercept</a>, <a href='https://www.reuters.com/article/us-yemen-security/drone-strike-kills-3-civilians-four-militants-in-yemen-residents-idUSKBN17Q16P'>Reuters</a>",,"3","5","8"
"207","4/19/2017","2017","Al Hami","Ma'rib",,,,"3","4","3.5",,,,,,,"3","4","3.5","Trump","0","0","1","Vehicle",,"AQAP","15.4746683","45.3052454",,"Drone Strike",,"U.S. forces conducted a strike April 18 in the Ma’rib governorate against three al-Qaida in the Arabian Peninsula terrorists",,,"DOD ","https://www.defense.gov/News/Article/Article/1161065/pentagon-spokesman-updates-iraq-syria-yemen-operations/","AP","https://apnews.com/f62135a7e6184e9caca411f973ad3d39/yemeni-officials-say-suspected-us-drone-kills-al-qaida-men","Reuters","http://www.reuters.com/article/us-yemen-security-attacks-idUSKBN17L0YB","AFP","http://indianexpress.com/article/world/yemen-drone-strikes-kill-five-al-qaeda-suspects-4619564/",,,,,,,"<a href='https://www.defense.gov/News/Article/Article/1161065/pentagon-spokesman-updates-iraq-syria-yemen-operations/'>DOD </a>, <a href='https://apnews.com/f62135a7e6184e9caca411f973ad3d39/yemeni-officials-say-suspected-us-drone-kills-al-qaida-men'>AP</a>, <a href='http://www.reuters.com/article/us-yemen-security-attacks-idUSKBN17L0YB'>Reuters</a>, <a href='http://indianexpress.com/article/world/yemen-drone-strikes-kill-five-al-qaeda-suspects-4619564/'>AFP</a>","Between 3 and 4",,,"Between 3 and 4"
"206","4/8/2017","2017","As Sawma'ah District","Al Bayda'",,,,"2","2","2",,,,,,,"2","2","2","Trump","0","0","1","Vehicle","Two suspected Al Qaeda militants were struck while riding a motorbike in a U.S. drone attack on Saturday, according to unnamed officials speaking on condition of anonymity.","AQAP","13.9866885","43.332932",,"Drone Strike",,,,,"Press TV","http://www.presstv.ir/Detail/2017/04/08/517279/US-drone-strike-Yemen-Sawmaah-Bayda-alQaeda-","Malay Mail Online","http://www.themalaymailonline.com/world/article/two-al-qaeda-suspects-killed-in-yemen-drone-strike",,,,,,,,,,,"<a href='http://www.presstv.ir/Detail/2017/04/08/517279/US-drone-strike-Yemen-Sawmaah-Bayda-alQaeda-'>Press TV</a>, <a href='http://www.themalaymailonline.com/world/article/two-al-qaeda-suspects-killed-in-yemen-drone-strike'>Malay Mail Online</a>","2",,,"2"
"204","4/6/2017","2017","Sawmaa","Al Bayda'",,,,"1","1","1",,,,,,,"1","1","1","Trump","0","0","1","Vehicle","Nephew of slain AQAP leader Nasir Al-Wuhayshi, Khattab Al-Wuhayshi, was killed in an overnight strike on the town of Sawmaa in Baida province as he was riding a motorbike, a security official said on condition of anonymity.","AQAP","13.9866885","45.5653881",,"Drone Strike",,,,,"Arab News","http://www.arabnews.com/node/1080151/middle-east","Express Tribune","https://tribune.com.pk/story/1376169/drone-strike-kills-qaeda-suspects-yemen/",,,,,,,,,,,"<a href='http://www.arabnews.com/node/1080151/middle-east'>Arab News</a>, <a href='https://tribune.com.pk/story/1376169/drone-strike-kills-qaeda-suspects-yemen/'>Express Tribune</a>","1",,,"1"
"205","4/6/2017","2017","Khabar Al-Muraqasha","Abyan","1","Ahmed Ali Saana","Al-Qaeda provincial official","1","1","1",,,,,,,"1","1","1","Trump","0","0","1","Vehicle","A drone strike hit al Qaeda provincial official on Thursday night as he was riding a motorbike in southern Yemen.","AQAP","13.6087829","44.9850324",,"Drone Strike",,,,,"Middle East Eye","http://www.middleeasteye.net/news/drone-strike-kills-qaeda-suspect-yemen-831674505","Arab News","http://www.arabnews.com/node/1080151/middle-east","Express Tribune","https://tribune.com.pk/story/1376169/drone-strike-kills-qaeda-suspects-yemen/","Gulf News","http://gulfnews.com/news/gulf/yemen/drone-strike-kills-al-qaida-suspect-in-yemen-1.2006958",,,,,,,"<a href='http://www.middleeasteye.net/news/drone-strike-kills-qaeda-suspect-yemen-831674505'>Middle East Eye</a>, <a href='http://www.arabnews.com/node/1080151/middle-east'>Arab News</a>, <a href='https://tribune.com.pk/story/1376169/drone-strike-kills-qaeda-suspects-yemen/'>Express Tribune</a>, <a href='http://gulfnews.com/news/gulf/yemen/drone-strike-kills-al-qaida-suspect-in-yemen-1.2006958'>Gulf News</a>","1",,,"1"
"203","4/3/2017","2017","N/A","Shabwah ",,,,"0","0","0",,,,,,,"0","0","0","Trump","0","0","1","Vehicle","The DoD-released statement on April 3, 2017 reported that the U.S. fired 20 strikes ""targeting the sites of"" AQAP in Yemen the weekend preceding, including ""(AQAP) terrorists, as well as the terrorists’ infrastructure, fighting positions and equipment."" Because New America cannot verify how many locations were targeted, at what times the strikes occurred, and on what days, the 20 strikes reported by the DoD will be included in this single entry. If more information is given that sheds light on the details New America needs to enter separate strikes, more entries will be added.","AQAP","14.6402405","45.8856362",,"Drone Strike",,"precision airstrikes targeted al-Qaida in the Arabian Peninsula terrorists, as well as the terrorists’ infrastructure, fighting positions and equipment",,,"DOD ","https://www.defense.gov/News/Article/Article/1139309/us-airstrikes-hit-terrorists-in-yemen/",,,,,,,,,,,,,"<a href='https://www.defense.gov/News/Article/Article/1139309/us-airstrikes-hit-terrorists-in-yemen/'>DOD </a>","0",,,"0"
"202","3/31/2017","2017","Al Wadie","Abyan","1","Waddah Muhammed Amsouda","Local leader of AQAP","3","3","3",,,,,,,"3","3","3","Trump","0","0","1","House","Three suspected Al Qaeda militants were killed, to include a local leader of the group, Waddah Muhammed Amsouda. Amsouda was meeting others in a house at the time of the strike. Residents also reported a subsequent attack on a suspected Qaeda vehicle in Abyan province. However, casualties are unknown and these reports have not yet been corroborated.","AQAP","15.66214","52.1311003",,"Drone Strike",,,,,"Reuters","http://www.reuters.com/article/us-yemen-security-attacks-idUSKBN172104",,,,,,,,,,,,,"<a href='http://www.reuters.com/article/us-yemen-security-attacks-idUSKBN172104'>Reuters</a>","3",,,"3"
"201","3/29/2017","2017","Amqoz, Mudiyah District ","Abyan ",,,,"4","4","4",,,,,,,,,,"Trump","0","0","1","Vehicle","A suspected U.S. drone strike killed at least four AQAP militants as they were traveling in their vehicle in Abyan province's Moudiya district.","AQAP","13.9314844","46.070609",,"Drone Strike",,,,,"Reuters","http://www.reuters.com/article/us-yemen-security-attacks-idUSKBN17010K","ET/AFP","https://tribune.com.pk/story/1368502/drone-strike-kills-4-al-qaeda-suspects-yemen/",,,,,,,,,,,"<a href='http://www.reuters.com/article/us-yemen-security-attacks-idUSKBN17010K'>Reuters</a>, <a href='https://tribune.com.pk/story/1368502/drone-strike-kills-4-al-qaeda-suspects-yemen/'>ET/AFP</a>","4",,,
"198","3/6/2017","2017","Wadi Yashbum","Shabwah",,,,"2","2","2",,,,,,,"2","2","2","Trump","0","0","1","Vehicle","U.S. drones killed two militants in a strike on a vehicle in southern Yemen on Monday, according to reports. According to Reuters, ""Residents and tribal sources said a drone had fired a missile at a car traveling in Wadi Yashbum on Monday afternoon, destroying it completely."" U.S. officials acknowledged the strike, but did not provide details.","AQAP","15.3691465","47.022509",,"Drone Strike",,,"1049","<li>Reuters: <a href=""http://www.reuters.com/article/us-yemen-security-idUSKBN16D0SW"" target=""_blank"">http://www.reuters.com/article/us-yemen-security-idUSKBN16D0SW</a></li>","Reuters"," http://www.reuters.com/article/us-yemen-security-idUSKBN16D0SW target=_blank",,,,,,,,,,,,,"<a href=' http://www.reuters.com/article/us-yemen-security-idUSKBN16D0SW target=_blank'>Reuters</a>","2",,,"2"
"199","3/6/2017","2017","Yakla","Al Bayda'",,,,,,,,,,"2","2","2","2","2","2","Trump","0","0","1","Unclear","Reuters reports that two civilian, non-AQAP affiliated brothers, Ahmed and Mohammed al-Khobze, both of whom were under the age of 15, were killed by a suspected U.S. drone strike while traveling in ""an area in al-Bayda province where al Qaeda is known to operate.""","AQAP","14.3009714","44.7539473",,"Drone Strike",,,"1053","<li>Reuters: <a href=""http://www.reuters.com/article/us-yemen-security-attacks-idUSKBN16E1QK"" target=""_blank"">http://www.reuters.com/article/us-yemen-security-attacks-idUSKBN16E1QK</a></li>\n <li>PressTV: <a href=""http://www.presstv.ir/Detail/2017/03/07/513384/Yemen-US-Bayda"" target=""_blank"">http://www.presstv.ir/Detail/2017/03/07/513384/Yemen-US-Bayda</a></li>","Reuters"," http://www.reuters.com/article/us-yemen-security-attacks-idUSKBN16E1QK target=_blank","\n PressTV"," http://www.presstv.ir/Detail/2017/03/07/513384/Yemen-US-Bayda target=_blank",,,,,,,,,,,"<a href=' http://www.reuters.com/article/us-yemen-security-attacks-idUSKBN16E1QK target=_blank'>Reuters</a>, <a href=' http://www.presstv.ir/Detail/2017/03/07/513384/Yemen-US-Bayda target=_blank'>\n PressTV</a>",,"2",,"2"
"200","3/6/2017","2017","Qifa","Al Bayda'",,,,"3","3","3",,,,,,,"3","3","3","Trump","0","0","1","Unclear","Anadolu reports that Yasir Ali Abdallah al Silmi was killed by this strike on Monday, March 6, 2017. The New York Times reported that CAPT Jeff Davis, Pentagon spokesman, confirmed that Yasir Ali Abdallah al Silmi was killed in a strike on Thursday, March 2. That is where Yasir Ali Abdallah al Silmi's death is listed.","AQAP","13.9866885","45.5653881",,"Drone Strike",,,"1052","<li>Anadolu: <a href=""http://aa.com.tr/en/middle-east/airstrike-kills-senior-al-qaeda-leader-in-yemen-source/765598"" target=""_blank"">http://aa.com.tr/en/middle-east/airstrike-kills-senior-al-qaeda-leader-in-yemen-source/765598</a></li>\n <li>Reuters: <a href=""http://www.reuters.com/article/us-yemen-security-attacks-idUSKBN16E1QK"" target=""_blank"">http://www.reuters.com/article/us-yemen-security-attacks-idUSKBN16E1QK</a></li>","Anadolu"," http://aa.com.tr/en/middle-east/airstrike-kills-senior-al-qaeda-leader-in-yemen-source/765598 target=_blank","\n Reuters"," http://www.reuters.com/article/us-yemen-security-attacks-idUSKBN16E1QK target=_blank",,,,,,,,,,,"<a href=' http://aa.com.tr/en/middle-east/airstrike-kills-senior-al-qaeda-leader-in-yemen-source/765598 target=_blank'>Anadolu</a>, <a href=' http://www.reuters.com/article/us-yemen-security-attacks-idUSKBN16E1QK target=_blank'>\n Reuters</a>","3",,,"3"
"196","3/4/2017","2017","Ahwar","Abyan",,,,"2","2","2",,,,,,,"2","2","2","Trump","0","0","1","Motorcycle",,"AQAP","13.519861","46.7041254",,"Drone Strike",,,"1050","<li>Al-Monitor: <a href=""http://al-monitor.com/pulse/afp/2017/03/yemen-conflict-us-qaeda-yemen-conflict-us-qaeda-yemen-conflict-us-qaeda.html"" target=""_blank"">http://al-monitor.com/pulse/afp/2017/03/yemen-conflict-us-qaeda-yemen-conflict-us-qaeda-yemen-conflict-us-qaeda.html</a></li>\n <li>Al Jazeera: <a href=""http://www.aljazeera.com/news/2017/03/drone-strikes-kill-suspected-al-qaeda-fighters-yemen-170305055622336.html"" target=""_blank"">http://www.aljazeera.com/news/2017/03/drone-strikes-kill-suspected-al-qaeda-fighters-yemen-170305055622336.html</a></li>\n <li>Radio Pakistan: <a href=""http://www.radio.gov.pk/05-Mar-2017/us-drone-strike-kills-2-al-qaeda-suspects-in-yemen"" target=""_blank"">http://www.radio.gov.pk/05-Mar-2017/us-drone-strike-kills-2-al-qaeda-suspects-in-yemen</a></li>\n <li>Reuters: <a href=""http://www.reuters.com/article/us-yemen-security-idUSKBN16B0QB"" target=""_blank"">http://www.reuters.com/article/us-yemen-security-idUSKBN16B0QB</a></li>","Al-Monitor"," http://al-monitor.com/pulse/afp/2017/03/yemen-conflict-us-qaeda-yemen-conflict-us-qaeda-yemen-conflict-us-qaeda.html target=_blank","\n Al Jazeera"," http://www.aljazeera.com/news/2017/03/drone-strikes-kill-suspected-al-qaeda-fighters-yemen-170305055622336.html target=_blank","\n Radio Pakistan"," http://www.radio.gov.pk/05-Mar-2017/us-drone-strike-kills-2-al-qaeda-suspects-in-yemen target=_blank","\n Reuters"," http://www.reuters.com/article/us-yemen-security-idUSKBN16B0QB target=_blank",,,,,,,"<a href=' http://al-monitor.com/pulse/afp/2017/03/yemen-conflict-us-qaeda-yemen-conflict-us-qaeda-yemen-conflict-us-qaeda.html target=_blank'>Al-Monitor</a>, <a href=' http://www.aljazeera.com/news/2017/03/drone-strikes-kill-suspected-al-qaeda-fighters-yemen-170305055622336.html target=_blank'>\n Al Jazeera</a>, <a href=' http://www.radio.gov.pk/05-Mar-2017/us-drone-strike-kills-2-al-qaeda-suspects-in-yemen target=_blank'>\n Radio Pakistan</a>, <a href=' http://www.reuters.com/article/us-yemen-security-idUSKBN16B0QB target=_blank'>\n Reuters</a>","2",,,"2"
